geoid,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
06037234000,"Census Tract 2340, Los Angeles County, California",234000,Leimert Park,"(34.011672, -118.322292)",34.011672,-118.322292
06037234200,"Census Tract 2342, Los Angeles County, California",234200,Leimert Park,"(34.016776, -118.331087)",34.016776,-118.331087
06037234300,"Census Tract 2343, Los Angeles County, California",234300,Leimert Park,"(34.007159, -118.3293635)",34.007159,-118.3293635
06037234501,"Census Tract 2345.01, Los Angeles County, California",234501,Hyde Park,"(33.997504, -118.3246435)",33.997504,-118.3246435
06037234502,"Census Tract 2345.02, Los Angeles County, California",234502,Hyde Park,"(34.001849, -118.32479)",34.001849,-118.32479
06037234600,"Census Tract 2346, Los Angeles County, California",234600,Hyde Park,"(33.9926585, -118.327201)",33.9926585,-118.327201
06037234700,"Census Tract 2347, Los Angeles County, California",234700,Hyde Park,"(33.987231, -118.327693)",33.987231,-118.327693
06037234800,"Census Tract 2348, Los Angeles County, California",234800,Hyde Park,"(33.9818325, -118.3220865)",33.9818325,-118.3220865
06037234901,"Census Tract 2349.01, Los Angeles County, California",234901,Hyde Park,"(33.981784, -118.328655)",33.981784,-118.328655
06037234902,"Census Tract 2349.02, Los Angeles County, California",234902,Hyde Park,"(33.981753, -118.3346945)",33.981753,-118.3346945
06037235100,"Census Tract 2351, Los Angeles County, California",235100,Hyde Park,"(33.9855355, -118.348147)",33.9855355,-118.348147
06037235201,"Census Tract 2352.01, Los Angeles County, California",235201,Hyde Park,"(33.9744985, -118.322127)",33.9744985,-118.322127
06037235202,"Census Tract 2352.02, Los Angeles County, California",235202,Hyde Park,"(33.972711, -118.3308415)",33.972711,-118.3308415
06037236000,"Census Tract 2360, Los Angeles County, California",236000,Ladera Heights,"(34.009386, -118.367527)",34.009386,-118.367527
06037236100,"Census Tract 2361, Los Angeles County, California",236100,Baldwin Hills/Crenshaw,"(34.0120535, -118.3418225)",34.0120535,-118.3418225
06037236202,"Census Tract 2362.02, Los Angeles County, California",236202,Baldwin Hills/Crenshaw,"(34.0167105, -118.352691)",34.0167105,-118.352691
06037236203,"Census Tract 2362.03, Los Angeles County, California",236203,Baldwin Hills/Crenshaw,"(34.0176365, -118.347316)",34.0176365,-118.347316
06037236204,"Census Tract 2362.04, Los Angeles County, California",236204,Baldwin Hills/Crenshaw,"(34.014877, -118.349074)",34.014877,-118.349074
06037236400,"Census Tract 2364, Los Angeles County, California",236400,Baldwin Hills/Crenshaw,"(34.0049835, -118.349179)",34.0049835,-118.349179
06037237101,"Census Tract 2371.01, Los Angeles County, California",237101,Vermont-Slauson,"(33.9855155, -118.291439)",33.9855155,-118.291439
06037237102,"Census Tract 2371.02, Los Angeles County, California",237102,Vermont-Slauson,"(33.9856665, -118.283741)",33.9856665,-118.283741
06037237201,"Census Tract 2372.01, Los Angeles County, California",237201,Vermont-Slauson,"(33.985727, -118.299118)",33.985727,-118.299118
06037237202,"Census Tract 2372.02, Los Angeles County, California",237202,Chesterfield Square,"(33.985482, -118.310035)",33.985482,-118.310035
06037237300,"Census Tract 2373, Los Angeles County, California",237300,Chesterfield Square,"(33.978464, -118.3111655)",33.978464,-118.3111655
06037237401,"Census Tract 2374.01, Los Angeles County, California",237401,Vermont-Slauson,"(33.9784655, -118.2947775)",33.9784655,-118.2947775
06037237402,"Census Tract 2374.02, Los Angeles County, California",237402,Harvard Park,"(33.978462, -118.3013325)",33.978462,-118.3013325
06037237500,"Census Tract 2375, Los Angeles County, California",237500,Vermont-Slauson,"(33.978414, -118.289297)",33.978414,-118.289297
06037237600,"Census Tract 2376, Los Angeles County, California",237600,Vermont-Slauson,"(33.978508, -118.283801)",33.978508,-118.283801
06037237710,"Census Tract 2377.10, Los Angeles County, California",237710,Vermont Knolls,"(33.972693, -118.28613)",33.972693,-118.28613
06037237720,"Census Tract 2377.20, Los Angeles County, California",237720,Vermont Knolls,"(33.9692975, -118.286182)",33.9692975,-118.286182
06037237800,"Census Tract 2378, Los Angeles County, California",237800,Vermont Knolls,"(33.9709525, -118.298091)",33.9709525,-118.298091
06037237900,"Census Tract 2379, Los Angeles County, California",237900,Manchester Square,"(33.970932, -118.311186)",33.970932,-118.311186
06037238000,"Census Tract 2380, Los Angeles County, California",238000,Gramercy Park,"(33.945472, -118.3089905)",33.945472,-118.3089905
06037238100,"Census Tract 2381, Los Angeles County, California",238100,Manchester Square,"(33.963625, -118.3111985)",33.963625,-118.3111985
06037238200,"Census Tract 2382, Los Angeles County, California",238200,Vermont Knolls,"(33.963641, -118.2981045)",33.963641,-118.2981045
06037238310,"Census Tract 2383.10, Los Angeles County, California",238310,Vermont Knolls,"(33.9660195, -118.2861825)",33.9660195,-118.2861825
06037238320,"Census Tract 2383.20, Los Angeles County, California",238320,Vermont Knolls,"(33.962152, -118.2861365)",33.962152,-118.2861365
06037238400,"Census Tract 2384, Los Angeles County, California",238400,Gramercy Park,"(33.956361, -118.309005)",33.956361,-118.309005
06037239201,"Census Tract 2392.01, Los Angeles County, California",239201,Florence,"(33.9857845, -118.277227)",33.9857845,-118.277227
06037239202,"Census Tract 2392.02, Los Angeles County, California",239202,Florence,"(33.985588, -118.265182)",33.985588,-118.265182
06037239310,"Census Tract 2393.10, Los Angeles County, California",239310,Florence,"(33.9785445, -118.27732)",33.9785445,-118.27732
06037239320,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,"(33.978568, -118.2717375)",33.978568,-118.2717375
06037239330,"Census Tract 2393.30, Los Angeles County, California",239330,Florence,"(33.9785785, -118.262973)",33.9785785,-118.262973
06037239501,"Census Tract 2395.01, Los Angeles County, California",239501,Florence,"(33.9729715, -118.2629705)",33.9729715,-118.2629705
06037239502,"Census Tract 2395.02, Los Angeles County, California",239502,Florence,"(33.9693555, -118.262964)",33.9693555,-118.262964
06037239601,"Census Tract 2396.01, Los Angeles County, California",239601,Florence,"(33.972754, -118.2751255)",33.972754,-118.2751255
06037239602,"Census Tract 2396.02, Los Angeles County, California",239602,Florence,"(33.9695945, -118.2751195)",33.9695945,-118.2751195
06037239701,"Census Tract 2397.01, Los Angeles County, California",239701,Florence,"(33.9660325, -118.2751155)",33.9660325,-118.2751155
06037239702,"Census Tract 2397.02, Los Angeles County, California",239702,Florence,"(33.96229, -118.275105)",33.96229,-118.275105
06037239801,"Census Tract 2398.01, Los Angeles County, California",239801,Florence,"(33.96606, -118.2629565)",33.96606,-118.2629565
06037239802,"Census Tract 2398.02, Los Angeles County, California",239802,Florence,"(33.962406, -118.2629525)",33.962406,-118.2629525
06037240010,"Census Tract 2400.10, Los Angeles County, California",240010,Green Meadows,"(33.9583205, -118.263794)",33.9583205,-118.263794
06037240020,"Census Tract 2400.20, Los Angeles County, California",240020,Green Meadows,"(33.954224, -118.263804)",33.954224,-118.263804
06037240200,"Census Tract 2402, Los Angeles County, California",240200,Broadway-Manchester,"(33.9559485, -118.2761875)",33.9559485,-118.2761875
06037240300,"Census Tract 2403, Los Angeles County, California",240300,Vermont Vista,"(33.9564355, -118.2859575)",33.9564355,-118.2859575
06037240401,"Census Tract 2404.01, Los Angeles County, California",240401,Vermont Vista,"(33.949905, -118.2854905)",33.949905,-118.2854905
06037240402,"Census Tract 2404.02, Los Angeles County, California",240402,Vermont Vista,"(33.9445585, -118.285496)",33.9445585,-118.285496
06037240500,"Census Tract 2405, Los Angeles County, California",240500,Broadway-Manchester,"(33.9469185, -118.275892)",33.9469185,-118.275892
06037240600,"Census Tract 2406, Los Angeles County, California",240600,Green Meadows,"(33.946958, -118.2683925)",33.946958,-118.2683925
06037240700,"Census Tract 2407, Los Angeles County, California",240700,Green Meadows,"(33.947574, -118.2593445)",33.947574,-118.2593445
06037240800,"Census Tract 2408, Los Angeles County, California",240800,Green Meadows,"(33.9385955, -118.261821)",33.9385955,-118.261821
06037240900,"Census Tract 2409, Los Angeles County, California",240900,Green Meadows,"(33.9348825, -118.261859)",33.9348825,-118.261859
06037241001,"Census Tract 2410.01, Los Angeles County, California",241001,Green Meadows,"(33.929254, -118.2671865)",33.929254,-118.2671865
06037241002,"Census Tract 2410.02, Los Angeles County, California",241002,Green Meadows,"(33.925538, -118.2615615)",33.925538,-118.2615615
06037241110,"Census Tract 2411.10, Los Angeles County, California",241110,Broadway-Manchester,"(33.936481, -118.271695)",33.936481,-118.271695
06037241120,"Census Tract 2411.20, Los Angeles County, California",241120,Broadway-Manchester,"(33.9364705, -118.276946)",33.9364705,-118.276946
06037241201,"Census Tract 2412.01, Los Angeles County, California",241201,Vermont Vista,"(33.9402795, -118.2857015)",33.9402795,-118.2857015
06037241202,"Census Tract 2412.02, Los Angeles County, California",241202,Vermont Vista,"(33.9333785, -118.2856645)",33.9333785,-118.2856645
06037241300,"Census Tract 2413, Los Angeles County, California",241300,Vermont Vista,"(33.926092, -118.2860545)",33.926092,-118.2860545
06037241400,"Census Tract 2414, Los Angeles County, California",241400,Broadway-Manchester,"(33.925504, -118.275396)",33.925504,-118.275396
06037242000,"Census Tract 2420, Los Angeles County, California",242000,Watts,"(33.9392665, -118.250222)",33.9392665,-118.250222
06037242100,"Census Tract 2421, Los Angeles County, California",242100,Florence-Firestone,"(33.945696, -118.2321075)",33.945696,-118.2321075
06037242200,"Census Tract 2422, Los Angeles County, California",242200,Watts,"(33.948204, -118.238625)",33.948204,-118.238625
06037242300,"Census Tract 2423, Los Angeles County, California",242300,Watts,"(33.948744, -118.246174)",33.948744,-118.246174
06037242600,"Census Tract 2426, Los Angeles County, California",242600,Watts,"(33.932497, -118.2502625)",33.932497,-118.2502625
06037242700,"Census Tract 2427, Los Angeles County, California",242700,Watts,"(33.9363625, -118.242647)",33.9363625,-118.242647
06037243000,"Census Tract 2430, Los Angeles County, California",243000,Watts,"(33.938704, -118.2338885)",33.938704,-118.2338885
06037243100,"Census Tract 2431, Los Angeles County, California",243100,Watts,"(33.933448, -118.234588)",33.933448,-118.234588
06037261101,"Census Tract 2611.01, Los Angeles County, California",261101,Beverly Hills,"(34.110602, -118.395214)",34.110602,-118.395214
06037261102,"Census Tract 2611.02, Los Angeles County, California",261102,Beverly Crest,"(34.1110565, -118.422746)",34.1110565,-118.422746
06037261200,"Census Tract 2612, Los Angeles County, California",261200,Beverly Crest,"(34.108261, -118.4432895)",34.108261,-118.4432895
06037262100,"Census Tract 2621, Los Angeles County, California",262100,Beverly Crest,"(34.1022655, -118.445475)",34.1022655,-118.445475
06037262200,"Census Tract 2622, Los Angeles County, California",262200,Bel-Air,"(34.1015635, -118.468744)",34.1015635,-118.468744
06037262301,"Census Tract 2623.01, Los Angeles County, California",262301,Brentwood,"(34.10129, -118.494583)",34.10129,-118.494583
06037262302,"Census Tract 2623.02, Los Angeles County, California",262302,Brentwood,"(34.0753195, -118.477468)",34.0753195,-118.477468
06037262303,"Census Tract 2623.03, Los Angeles County, California",262303,Brentwood,"(34.0673175, -118.486919)",34.0673175,-118.486919
06037262400,"Census Tract 2624, Los Angeles County, California",262400,Brentwood,"(34.0876735, -118.5072195)",34.0876735,-118.5072195
06037262501,"Census Tract 2625.01, Los Angeles County, California",262501,Pacific Palisades,"(34.049658, -118.5202905)",34.049658,-118.5202905
06037262601,"Census Tract 2626.01, Los Angeles County, California",262601,Pacific Palisades,"(34.073806, -118.5567815)",34.073806,-118.5567815
06037262604,"Census Tract 2626.04, Los Angeles County, California",262604,Pacific Palisades,"(34.05192037, -118.5490685)",34.05192037,-118.5490685
06037262704,"Census Tract 2627.04, Los Angeles County, California",262704,Pacific Palisades,"(34.0424942, -118.5425851)",34.0424942,-118.5425851
06037262706,"Census Tract 2627.06, Los Angeles County, California",262706,Pacific Palisades,"(34.03867557, -118.5269907)",34.03867557,-118.5269907
06037262802,"Census Tract 2628.02, Los Angeles County, California",262802,Pacific Palisades,"(34.0430379, -118.5061199)",34.0430379,-118.5061199
06037264000,"Census Tract 2640, Los Angeles County, California",264000,Brentwood,"(34.0560275, -118.4819375)",34.0560275,-118.4819375
06037264102,"Census Tract 2641.02, Los Angeles County, California",264102,Brentwood,"(34.059953, -118.4686465)",34.059953,-118.4686465
06037264103,"Census Tract 2641.03, Los Angeles County, California",264103,Brentwood,"(34.0553735, -118.466128)",34.0553735,-118.466128
06037264301,"Census Tract 2643.01, Los Angeles County, California",264301,Brentwood,"(34.0503875, -118.464617)",34.0503875,-118.464617
06037264302,"Census Tract 2643.02, Los Angeles County, California",264302,Brentwood,"(34.046932, -118.477869)",34.046932,-118.477869
06037265100,"Census Tract 2651, Los Angeles County, California",265100,Westwood,"(34.073502, -118.42787)",34.073502,-118.42787
06037265201,"Census Tract 2652.01, Los Angeles County, California",265201,Westwood,"(34.067255, -118.4366455)",34.067255,-118.4366455
06037265202,"Census Tract 2652.02, Los Angeles County, California",265202,Westwood,"(34.0617355, -118.4410225)",34.0617355,-118.4410225
06037265301,"Census Tract 2653.01, Los Angeles County, California",265301,Westwood,"(34.0709425, -118.4463495)",34.0709425,-118.4463495
06037265303,"Census Tract 2653.03, Los Angeles County, California",265303,Westwood,"(34.067264, -118.4533525)",34.067264,-118.4533525
06037265304,"Census Tract 2653.04, Los Angeles County, California",265304,Westwood,"(34.0674805, -118.451101)",34.0674805,-118.451101
06037265305,"Census Tract 2653.05, Los Angeles County, California",265305,Westwood,"(34.0631275, -118.4493085)",34.0631275,-118.4493085
06037265410,"Census Tract 2654.10, Los Angeles County, California",265410,Brentwood,"(34.06678, -118.4636105)",34.06678,-118.4636105
